stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,wheelchair_boarding,location_type,parent_station,geometry
FCV-L3-V1,,Fernando Castillo Velasco Dirección Fernando Castillo Velasco,-33.452321,-70.558179,,,0.0,FCV,POINT (-70.558179 -33.452321)
FCV-L3-V2,,Fernando Castillo Velasco Dirección Plaza Quilicura,-33.452321,-70.558179,,,0.0,FCV,POINT (-70.558179 -33.452321)
CE-L2-V1,,Cementerios Dirección Hospital El Pino,-33.413869,-70.643831,,,0.0,CE,POINT (-70.643831 -33.413869)
CE-L2-V2,,Cementerios Dirección Vespucio Norte,-33.413869,-70.643831,,,0.0,CE,POINT (-70.643831 -33.413869)
CB-L2-V1,,Cerro Blanco Dirección Hospital El Pino,-33.422701000054,-70.6452344996378,,,0.0,CB,POINT (-70.6452344996378 -33.422701000054)
CB-L2-V2,,Cerro Blanco Dirección Vespucio Norte,-33.422701000054,-70.6452344996378,,,0.0,CB,POINT (-70.6452344996378 -33.422701000054)
CN-L2-V1,,Ciudad del Niño Dirección Hospital El Pino,-33.5096130002021,-70.6566629998577,,,0.0,CN,POINT (-70.6566629998577 -33.5096130002021)
CN-L2-V2,,Ciudad del Niño Dirección Vespucio Norte,-33.5096130002021,-70.6566629998577,,,0.0,CN,POINT (-70.6566629998577 -33.5096130002021)
BIO-L6-V1,,Bío Bío Dirección Los Leones,-33.47666,-70.64236,,,0.0,BIO,POINT (-70.64236 -33.47666)
BIO-L6-V2,,Bío Bío Dirección Cerrillos,-33.47666,-70.64236,,,0.0,BIO,POINT (-70.64236 -33.47666)
CER-L6-V1,,Cerrillos Dirección Los Leones,-33.483438,-70.694744,,,0.0,CER,POINT (-70.694744 -33.483438)
CER-L6-V2,,Cerrillos Dirección Cerrillos,-33.483438,-70.694744,,,0.0,CER,POINT (-70.694744 -33.483438)
ESN-L6-V1,,Estadio Nacional Dirección Los Leones,-33.4626335000084,-70.6069290000594,,,0.0,ESN,POINT (-70.6069290000594 -33.4626335000084)
ESN-L6-V2,,Estadio Nacional Dirección Cerrillos,-33.4626335000084,-70.6069290000594,,,0.0,ESN,POINT (-70.6069290000594 -33.4626335000084)
AL-L1-V1,,Alcántara Dirección Los Domínicos,-33.415419000018,-70.5896634998623,,,0.0,AL,POINT (-70.5896634998623 -33.415419000018)
AL-L1-V2,,Alcántara Dirección San Pablo,-33.415419000018,-70.5896634998623,,,0.0,AL,POINT (-70.5896634998623 -33.415419000018)
FER-L3-V1,,Ferrocarril Dirección Fernando Castillo Velasco,-33.36515,-70.70593,,,0.0,FER,POINT (-70.70593 -33.36515)
FER-L3-V2,,Ferrocarril Dirección Plaza Quilicura,-33.36515,-70.70593,,,0.0,FER,POINT (-70.70593 -33.36515)
HOS-L3-V1,,Hospitales Dirección Fernando Castillo Velasco,-33.417829,-70.656054,,,0.0,HOS,POINT (-70.656054 -33.417829)
HOS-L3-V2,,Hospitales Dirección Plaza Quilicura,-33.417829,-70.656054,,,0.0,HOS,POINT (-70.656054 -33.417829)
CM-L2-V1,,Copa Lo Martinez Dirección Hospital El Pino,-33.57088,-70.67366,,,0.0,CM,POINT (-70.67366 -33.57088)
CM-L2-V2,,Copa Lo Martinez Dirección Vespucio Norte,-33.57088,-70.67366,,,0.0,CM,POINT (-70.67366 -33.57088)
LCR-L3-V1,,Lo Cruzat Dirección Fernando Castillo Velasco,-33.3664432120537,-70.720480519152,,,0.0,LCR,POINT (-70.720480519152 -33.3664432120537)
LCR-L3-V2,,Lo Cruzat Dirección Plaza Quilicura,-33.3664432120537,-70.720480519152,,,0.0,LCR,POINT (-70.720480519152 -33.3664432120537)
LIB-L3-V1,,Los Libertadores Dirección Fernando Castillo Velasco,-33.365575,-70.690667,,,0.0,LIB,POINT (-70.690667 -33.365575)
LIB-L3-V2,,Los Libertadores Dirección Plaza Quilicura,-33.365575,-70.690667,,,0.0,LIB,POINT (-70.690667 -33.365575)
DE-L2-V1,,Departamental Dirección Hospital El Pino,-33.5025035001789,-70.6546435001872,,,0.0,DE,POINT (-70.6546435001872 -33.5025035001789)
DE-L2-V2,,Departamental Dirección Vespucio Norte,-33.5025035001789,-70.6546435001872,,,0.0,DE,POINT (-70.6546435001872 -33.5025035001789)
ISU-L6-V1,,Inés de Suárez Dirección Los Leones,-33.43841,-70.606742,,,0.0,ISU,POINT (-70.606742 -33.43841)
ISU-L6-V2,,Inés de Suárez Dirección Cerrillos,-33.43841,-70.606742,,,0.0,ISU,POINT (-70.606742 -33.43841)
DO-L2-V1,,Dorsal Dirección Hospital El Pino,-33.396749,-70.642995,,,0.0,DO,POINT (-70.642995 -33.396749)
DO-L2-V2,,Dorsal Dirección Vespucio Norte,-33.396749,-70.642995,,,0.0,DO,POINT (-70.642995 -33.396749)
BR-L5-V1,,Barrancas Dirección Vicente Valdés,-33.4527,-70.739578,,,0.0,BR,POINT (-70.739578 -33.4527)
BR-L5-V2,,Barrancas Dirección Plaza de Maipú,-33.4527,-70.739578,,,0.0,BR,POINT (-70.739578 -33.4527)
MAT-L3-V1,,Matta Dirección Fernando Castillo Velasco,-33.457966,-70.642977,,,0.0,MAT,POINT (-70.642977 -33.457966)
MAT-L3-V2,,Matta Dirección Plaza Quilicura,-33.457966,-70.642977,,,0.0,MAT,POINT (-70.642977 -33.457966)
MEY-L3-V1,,Monseñor Eyzaguirre Dirección Fernando Castillo Velasco,-33.453375,-70.613785,,,0.0,MEY,POINT (-70.613785 -33.453375)
MEY-L3-V2,,Monseñor Eyzaguirre Dirección Plaza Quilicura,-33.453375,-70.613785,,,0.0,MEY,POINT (-70.613785 -33.453375)
EI-L2-V1,,Einstein Dirección Hospital El Pino,-33.405617,-70.64351,,,0.0,EI,POINT (-70.64351 -33.405617)
EI-L2-V2,,Einstein Dirección Vespucio Norte,-33.405617,-70.64351,,,0.0,EI,POINT (-70.64351 -33.405617)
EB-L2-V1,,El Bosque Dirección Hospital El Pino,-33.54642,-70.66699,,,0.0,EB,POINT (-70.66699 -33.54642)
EB-L2-V2,,El Bosque Dirección Vespucio Norte,-33.54642,-70.66699,,,0.0,EB,POINT (-70.66699 -33.54642)
PAL-L3-V1,,Parque Almagro Dirección Fernando Castillo Velasco,-33.451431,-70.650662,,,0.0,PAL,POINT (-70.650662 -33.451431)
PAL-L3-V2,,Parque Almagro Dirección Plaza Quilicura,-33.451431,-70.650662,,,0.0,PAL,POINT (-70.650662 -33.451431)
PZC-L3-V1,,Plaza Chacabuco Dirección Fernando Castillo Velasco,-33.406435,-70.660871,,,0.0,PZC,POINT (-70.660871 -33.406435)
PZC-L3-V2,,Plaza Chacabuco Dirección Plaza Quilicura,-33.406435,-70.660871,,,0.0,PZC,POINT (-70.660871 -33.406435)
LL-L2-V1,,El Llano Dirección Hospital El Pino,-33.4825920005116,-70.6494913339987,,,0.0,LL,POINT (-70.6494913339987 -33.4825920005116)
LL-L2-V2,,El Llano Dirección Vespucio Norte,-33.4825920005116,-70.6494913339987,,,0.0,LL,POINT (-70.6494913339987 -33.4825920005116)
BE-L5-V1,,Bellas Artes Dirección Vicente Valdés,-33.436437,-70.644239,,,0.0,BE,POINT (-70.644239 -33.436437)
BE-L5-V2,,Bellas Artes Dirección Plaza de Maipú,-33.436437,-70.644239,,,0.0,BE,POINT (-70.644239 -33.436437)
LF-L5-V1,,Bellavista de La Florida Dirección Vicente Valdés,-33.5196737504854,-70.5998685008082,,,0.0,LF,POINT (-70.5998685008082 -33.5196737504854)
LF-L5-V2,,Bellavista de La Florida Dirección Plaza de Maipú,-33.5196737504854,-70.5998685008082,,,0.0,LF,POINT (-70.5998685008082 -33.5196737504854)
LVA-L6-V1,,Lo Valledor Dirección Los Leones,-33.477694,-70.680962,,,0.0,LVA,POINT (-70.680962 -33.477694)
LVA-L6-V2,,Lo Valledor Dirección Cerrillos,-33.477694,-70.680962,,,0.0,LVA,POINT (-70.680962 -33.477694)
EP-L2-V1,,El Parrón Dirección Hospital El Pino,-33.5264300003383,-70.6613919999116,,,0.0,EP,POINT (-70.6613919999116 -33.5264300003383)
EP-L2-V2,,El Parrón Dirección Vespucio Norte,-33.5264300003383,-70.6613919999116,,,0.0,EP,POINT (-70.6613919999116 -33.5264300003383)
PI-L2-V1,,Hospital El Pino Dirección Hospital El Pino,-33.5826850000564,-70.6767600006371,,,0.0,PI,POINT (-70.6767600006371 -33.5826850000564)
PI-L2-V2,,Hospital El Pino Dirección Vespucio Norte,-33.5826850000564,-70.6767600006371,,,0.0,PI,POINT (-70.6767600006371 -33.5826850000564)
EC-L1-V1,,Ecuador Dirección Los Domínicos,-33.4558520000734,-70.6997090002258,,,0.0,EC,POINT (-70.6997090002258 -33.4558520000734)
EC-L1-V2,,Ecuador Dirección San Pablo,-33.4558520000734,-70.6997090002258,,,0.0,EC,POINT (-70.6997090002258 -33.4558520000734)
BL-L5-V1,,Blanqueado Dirección Vicente Valdés,-33.4411305000716,-70.7068835000858,,,0.0,BL,POINT (-70.7068835000858 -33.4411305000716)
BL-L5-V2,,Blanqueado Dirección Plaza de Maipú,-33.4411305000716,-70.7068835000858,,,0.0,BL,POINT (-70.7068835000858 -33.4411305000716)
AG-L5-V1,,Camino Agrícola Dirección Vicente Valdés,-33.491921,-70.617491,,,0.0,AG,POINT (-70.617491 -33.491921)
AG-L5-V2,,Camino Agrícola Dirección Plaza de Maipú,-33.491921,-70.617491,,,0.0,AG,POINT (-70.617491 -33.491921)
CV-L5-V1,,Carlos Valdovinos Dirección Vicente Valdés,-33.486572500029,-70.6190210000322,,,0.0,CV,POINT (-70.6190210000322 -33.486572500029)
CV-L5-V2,,Carlos Valdovinos Dirección Plaza de Maipú,-33.486572500029,-70.6190210000322,,,0.0,CV,POINT (-70.6190210000322 -33.486572500029)
RC-L5-V1,,Cumming Dirección Vicente Valdés,-33.439081,-70.668727,,,0.0,RC,POINT (-70.668727 -33.439081)
RC-L5-V2,,Cumming Dirección Plaza de Maipú,-33.439081,-70.668727,,,0.0,RC,POINT (-70.668727 -33.439081)
DS-L5-V1,,Del Sol Dirección Vicente Valdés,-33.489988,-70.753539,,,0.0,DS,POINT (-70.753539 -33.489988)
DS-L5-V2,,Del Sol Dirección Plaza de Maipú,-33.489988,-70.753539,,,0.0,DS,POINT (-70.753539 -33.489988)
GL-L5-V1,,Gruta de Lourdes Dirección Vicente Valdés,-33.4382706667008,-70.6909406666527,,,0.0,GL,POINT (-70.6909406666527 -33.4382706667008)
GL-L5-V2,,Gruta de Lourdes Dirección Plaza de Maipú,-33.4382706667008,-70.6909406666527,,,0.0,GL,POINT (-70.6909406666527 -33.4382706667008)
COL-L4-V1,,Cristobal Colón Dirección Plaza Puente Alto,-33.4262390000614,-70.5913565005398,,,0.0,COL,POINT (-70.5913565005398 -33.4262390000614)
COL-L4-V2,,Cristobal Colón Dirección Tobalaba,-33.4262390000614,-70.5913565005398,,,0.0,COL,POINT (-70.5913565005398 -33.4262390000614)
GO-L1-V1,,El Golf Dirección Los Domínicos,-33.4166810001873,-70.5961859995077,,,0.0,GO,POINT (-70.5961859995077 -33.4166810001873)
GO-L1-V2,,El Golf Dirección San Pablo,-33.4166810001873,-70.5961859995077,,,0.0,GO,POINT (-70.5961859995077 -33.4166810001873)
EM-L1-V1,,Escuela Militar Dirección Los Domínicos,-33.4137962513945,-70.5834134986974,,,0.0,EM,POINT (-70.5834134986974 -33.4137962513945)
EM-L1-V2,,Escuela Militar Dirección San Pablo,-33.4137962513945,-70.5834134986974,,,0.0,EM,POINT (-70.5834134986974 -33.4137962513945)
EL-L1-V1,,Estación Central Dirección Los Domínicos,-33.4510403336808,-70.6790756671766,,,0.0,EL,POINT (-70.6790756671766 -33.4510403336808)
EL-L1-V2,,Estación Central Dirección San Pablo,-33.4510403336808,-70.6790756671766,,,0.0,EL,POINT (-70.6790756671766 -33.4510403336808)
LS-L5-V1,,Laguna Sur Dirección Vicente Valdés,-33.462384,-70.738134,,,0.0,LS,POINT (-70.738134 -33.462384)
LS-L5-V2,,Laguna Sur Dirección Plaza de Maipú,-33.462384,-70.738134,,,0.0,LS,POINT (-70.738134 -33.462384)
LP-L5-V1,,Las Parcelas Dirección Vicente Valdés,-33.475021,-70.740398,,,0.0,LP,POINT (-70.740398 -33.475021)
LP-L5-V2,,Las Parcelas Dirección Plaza de Maipú,-33.475021,-70.740398,,,0.0,LP,POINT (-70.740398 -33.475021)
HM-L1-V1,,Hernando de Magallanes Dirección Los Domínicos,-33.408201,-70.556103,,,0.0,HM,POINT (-70.556103 -33.408201)
HM-L1-V2,,Hernando de Magallanes Dirección San Pablo,-33.408201,-70.556103,,,0.0,HM,POINT (-70.556103 -33.408201)
LM-L1-V1,,La Moneda Dirección Los Domínicos,-33.444869201097,-70.6551847995323,,,0.0,LM,POINT (-70.6551847995323 -33.444869201097)
LM-L1-V2,,La Moneda Dirección San Pablo,-33.444869201097,-70.6551847995323,,,0.0,LM,POINT (-70.6551847995323 -33.444869201097)
LGR-L4A-V1,,La Granja Dirección La Cisterna,-33.541150500016,-70.6160410001947,,,0.0,LGR,POINT (-70.6160410001947 -33.541150500016)
LGR-L4A-V2,,La Granja Dirección Vicuña Mackenna,-33.541150500016,-70.6160410001947,,,0.0,LGR,POINT (-70.6160410001947 -33.541150500016)
ECO-L4-V1,,Elisa Correa Dirección Plaza Puente Alto,-33.568978,-70.583827,,,0.0,ECO,POINT (-70.583827 -33.568978)
ECO-L4-V2,,Elisa Correa Dirección Tobalaba,-33.568978,-70.583827,,,0.0,ECO,POINT (-70.583827 -33.568978)
BIL-L4-V1,,Francisco Bilbao Dirección Plaza Puente Alto,-33.4316600000293,-70.5849245003265,,,0.0,BIL,POINT (-70.5849245003265 -33.4316600000293)
BIL-L4-V2,,Francisco Bilbao Dirección Tobalaba,-33.4316600000293,-70.5849245003265,,,0.0,BIL,POINT (-70.5849245003265 -33.4316600000293)
RGR-L4-V1,,Grecia Dirección Plaza Puente Alto,-33.4695980040618,-70.5760219974342,,,0.0,RGR,POINT (-70.5760219974342 -33.4695980040618)
RGR-L4-V2,,Grecia Dirección Tobalaba,-33.4695980040618,-70.5760219974342,,,0.0,RGR,POINT (-70.5760219974342 -33.4695980040618)
LO-L2-V1,,Lo Ovalle Dirección Hospital El Pino,-33.5172895002066,-70.6588529999999,,,0.0,LO,POINT (-70.6588529999999 -33.5172895002066)
LO-L2-V2,,Lo Ovalle Dirección Vespucio Norte,-33.5172895002066,-70.6588529999999,,,0.0,LO,POINT (-70.6588529999999 -33.5172895002066)
LV-L2-V1,,Lo Vial Dirección Hospital El Pino,-33.496842000108,-70.6529965002026,,,0.0,LV,POINT (-70.6529965002026 -33.496842000108)
LV-L2-V2,,Lo Vial Dirección Vespucio Norte,-33.496842000108,-70.6529965002026,,,0.0,LV,POINT (-70.6529965002026 -33.496842000108)
LR-L1-V1,,Las Rejas Dirección Los Domínicos,-33.4575140001779,-70.7065992501643,,,0.0,LR,POINT (-70.7065992501643 -33.4575140001779)
LR-L1-V2,,Las Rejas Dirección San Pablo,-33.4575140001779,-70.7065992501643,,,0.0,LR,POINT (-70.7065992501643 -33.4575140001779)
SRA-L4A-V1,,San Ramón Dirección La Cisterna,-33.5412560000362,-70.643032499722,,,0.0,SRA,POINT (-70.643032499722 -33.5412560000362)
SRA-L4A-V2,,San Ramón Dirección Vicuña Mackenna,-33.5412560000362,-70.643032499722,,,0.0,SRA,POINT (-70.643032499722 -33.5412560000362)
SJU-L4A-V1,,Santa Julia Dirección La Cisterna,-33.5311045003382,-70.6055380006224,,,0.0,SJU,POINT (-70.6055380006224 -33.5311045003382)
SJU-L4A-V2,,Santa Julia Dirección Vicuña Mackenna,-33.5311045003382,-70.6055380006224,,,0.0,SJU,POINT (-70.6055380006224 -33.5311045003382)
SRO-L4A-V1,,Santa Rosa Dirección La Cisterna,-33.5424160003251,-70.6341105001584,,,0.0,SRO,POINT (-70.6341105001584 -33.5424160003251)
SRO-L4A-V2,,Santa Rosa Dirección Vicuña Mackenna,-33.5424160003251,-70.6341105001584,,,0.0,SRO,POINT (-70.6341105001584 -33.5424160003251)
HSR-L4-V1,,Hospital Sótero del Río Dirección Plaza Puente Alto,-33.5767460005552,-70.5823165005658,,,0.0,HSR,POINT (-70.5823165005658 -33.5767460005552)
HSR-L4-V2,,Hospital Sótero del Río Dirección Tobalaba,-33.5767460005552,-70.5823165005658,,,0.0,HSR,POINT (-70.5823165005658 -33.5767460005552)
